weather_condition,distance_km,delivery_time_hours,time_diff_bin
clear,20.0,2,Mucho antes
stormy,256.2,15,Mucho antes
stormy,255.0,8,Ligeramente tarde
cold,293.6,7,Ligeramente antes
foggy,184.5,9,Mucho antes
hot,91.3,2,Ligeramente antes
foggy,262.8,9,Ligeramente tarde
stormy,284.4,14,Mucho antes
cold,88.6,2,Ligeramente antes
foggy,125.4,6,Mucho antes
foggy,152.2,5,Mucho antes
foggy,130.4,7,Mucho antes
stormy,175.6,11,Mucho antes
clear,271.1,8,Ligeramente tarde
clear,274.7,6,Mucho antes
stormy,31.9,8,Mucho tarde
hot,215.2,5,Mucho antes
clear,39.4,3,Ligeramente tarde
foggy,98.5,4,Mucho antes
hot,119.9,4,Ligeramente antes
rainy,272.8,13,Mucho tarde
cold,109.6,4,Mucho antes
foggy,180.8,6,Ligeramente tarde
hot,190.5,8,Ligeramente antes
rainy,108.8,7,Mucho antes
cold,209.7,7,Ligeramente tarde
stormy,158.6,11,Mucho antes
foggy,97.8,8,Mucho antes
rainy,137.4,8,Mucho tarde
hot,61.9,2,Ligeramente antes
foggy,11.1,4,Ligeramente tarde
cold,110.1,4,Ligeramente antes
clear,275.2,7,Mucho antes
cold,114.6,4,Mucho antes
rainy,265.9,8,Ligeramente tarde
clear,25.3,1,Ligeramente antes
foggy,141.9,5,Mucho antes
rainy,89.0,7,Mucho antes
hot,125.7,3,Mucho antes
cold,209.9,5,Mucho antes
stormy,93.6,8,Mucho tarde
stormy,42.3,9,Mucho tarde
clear,13.2,1,Mucho antes
rainy,91.0,4,Mucho antes
stormy,215.4,13,Mucho antes
hot,141.4,5,Mucho antes
foggy,296.0,8,Ligeramente tarde
hot,69.2,1,Mucho antes
foggy,273.7,6,Ligeramente antes
cold,247.2,8,Mucho antes
clear,232.8,7,Ligeramente tarde
cold,209.1,6,Mucho antes
stormy,7.2,5,Mucho antes
cold,231.2,6,Ligeramente antes
rainy,63.2,8,Mucho antes
clear,90.8,2,Mucho antes
rainy,66.9,6,Mucho antes
stormy,129.5,11,Mucho antes
hot,65.1,3,Mucho antes
hot,256.1,7,Ligeramente antes
clear,204.3,4,Mucho antes
foggy,193.6,9,Mucho antes
hot,222.5,5,Mucho antes
hot,95.8,2,Ligeramente antes
foggy,166.3,5,Mucho antes
foggy,193.3,7,Ligeramente tarde
rainy,169.4,8,Ligeramente antes
rainy,174.1,10,Mucho antes
stormy,19.4,5,Mucho antes
foggy,137.2,6,Mucho antes
rainy,174.0,6,Mucho antes
clear,33.4,3,Ligeramente tarde
cold,55.5,3,Ligeramente antes
hot,171.0,5,Mucho antes
clear,53.2,1,Mucho antes
stormy,154.1,7,Mucho antes
hot,67.0,4,Mucho antes
stormy,53.9,5,Mucho antes
hot,238.1,9,Mucho antes
stormy,243.3,13,Mucho tarde
rainy,99.7,9,Mucho antes
foggy,97.7,3,Ligeramente antes
hot,124.4,7,Mucho tarde
cold,60.5,1,Mucho antes
foggy,165.4,8,Ligeramente antes
foggy,291.6,10,Mucho antes
cold,228.8,8,Ligeramente antes
rainy,84.5,9,Mucho antes
foggy,106.1,5,Mucho antes
hot,59.0,2,Ligeramente antes
rainy,210.2,7,Ligeramente antes
stormy,102.1,9,Mucho antes
cold,262.8,8,Ligeramente tarde
cold,216.9,4,Mucho antes
stormy,108.4,5,Mucho antes
clear,116.0,6,Mucho antes
hot,40.9,3,Ligeramente tarde
cold,141.6,8,Ligeramente antes
foggy,280.0,12,Mucho antes
hot,191.8,7,Mucho antes
foggy,145.3,6,Ligeramente tarde
cold,122.9,5,Mucho antes
cold,184.2,4,Mucho antes
stormy,272.1,13,Mucho tarde
stormy,119.3,9,Mucho antes
hot,184.6,4,Mucho antes
hot,294.4,6,Mucho antes
rainy,179.1,9,Mucho antes
cold,208.0,7,Ligeramente tarde
stormy,263.9,17,Mucho tarde
hot,137.4,3,Mucho antes
clear,19.0,1,Ligeramente antes
hot,131.9,5,Mucho antes
rainy,40.5,7,Mucho antes
clear,266.7,10,Mucho antes
hot,238.3,5,Mucho antes
rainy,229.4,10,Mucho tarde
rainy,125.3,6,Mucho antes
hot,226.1,6,Ligeramente antes
foggy,173.8,6,Mucho antes
cold,32.7,1,Ligeramente antes
stormy,47.3,7,Mucho tarde
foggy,248.1,6,Ligeramente antes
hot,263.2,5,Mucho antes
hot,193.4,5,Ligeramente antes
stormy,75.1,8,Ligeramente antes
clear,271.4,8,Mucho antes
rainy,262.8,7,Mucho antes
clear,212.6,7,Ligeramente tarde
stormy,229.2,12,Mucho tarde
clear,33.6,1,Ligeramente antes
cold,227.0,8,Ligeramente tarde
clear,262.9,7,Ligeramente antes
stormy,203.9,10,Mucho tarde
clear,280.0,7,Ligeramente antes
cold,28.1,2,Mucho antes
clear,48.1,3,Mucho antes
hot,296.7,6,Mucho antes
hot,263.8,7,Ligeramente antes
stormy,78.5,8,Mucho tarde
foggy,279.0,9,Mucho antes
cold,16.4,2,Mucho antes
stormy,136.4,9,Mucho tarde
clear,58.9,3,Ligeramente antes
foggy,277.3,7,Ligeramente antes
stormy,297.1,15,Mucho antes
foggy,34.2,4,Mucho antes
foggy,265.0,8,Mucho antes
clear,20.6,2,Mucho antes
rainy,281.6,8,Mucho antes
stormy,276.4,10,Mucho tarde
cold,240.2,10,Mucho antes
clear,9.0,0,Mucho antes
rainy,81.1,6,Mucho antes
cold,161.1,5,Ligeramente antes
foggy,134.9,6,Mucho antes
rainy,132.9,12,Mucho tarde
stormy,207.4,8,Ligeramente tarde
rainy,44.7,3,Mucho antes
cold,190.1,5,Mucho antes
rainy,45.6,5,Mucho antes
stormy,80.1,5,Ligeramente tarde
clear,177.8,3,Mucho antes
cold,207.3,6,Mucho antes
rainy,69.9,6,Mucho antes
hot,93.8,4,Mucho antes
cold,228.9,5,Mucho antes
stormy,173.8,9,Mucho tarde
clear,93.9,5,Mucho antes
foggy,164.9,8,Mucho antes
foggy,40.0,3,Mucho antes
clear,126.8,3,Mucho antes
foggy,236.5,7,Mucho antes
stormy,264.1,8,Mucho antes
hot,3.6,0,Mucho antes
rainy,210.8,7,Mucho antes
stormy,4.3,5,Mucho tarde
hot,223.6,9,Mucho antes
clear,255.0,9,Ligeramente tarde
foggy,277.0,7,Mucho antes
clear,29.0,3,Ligeramente tarde
hot,4.6,0,Mucho antes
stormy,111.2,7,Mucho antes
stormy,77.0,7,Mucho tarde
hot,124.0,3,Mucho antes
cold,50.7,4,Mucho antes
stormy,231.4,12,Mucho tarde
rainy,196.8,9,Mucho antes
stormy,119.0,6,Mucho antes
hot,211.1,4,Mucho antes
cold,103.9,2,Mucho antes
stormy,171.6,7,Mucho antes
foggy,136.2,6,Mucho antes
foggy,100.3,3,Mucho antes
rainy,18.4,4,Mucho antes
rainy,95.4,5,Ligeramente tarde
hot,140.5,6,Mucho antes
cold,91.5,6,Mucho antes
foggy,291.5,9,Mucho antes
stormy,56.8,6,Mucho antes
cold,116.7,4,Mucho antes
foggy,205.9,9,Mucho antes
hot,81.6,3,Mucho antes
hot,152.3,3,Mucho antes
hot,216.0,7,Ligeramente antes
stormy,288.4,14,Mucho tarde
cold,162.9,6,Mucho antes
foggy,219.1,9,Mucho antes
hot,242.6,7,Ligeramente antes
rainy,105.1,8,Ligeramente antes
clear,138.0,3,Mucho antes
hot,259.9,12,Mucho antes
foggy,192.1,6,Mucho antes
hot,6.3,0,Mucho antes
foggy,269.4,10,Mucho antes
foggy,121.9,7,Mucho tarde
foggy,215.7,7,Mucho antes
stormy,103.4,9,Mucho tarde
rainy,158.5,11,Mucho antes
rainy,146.3,5,Mucho antes
rainy,21.3,5,Mucho antes
stormy,118.7,6,Mucho antes
stormy,75.3,4,Ligeramente tarde
cold,180.0,4,Ligeramente antes
hot,287.8,10,Mucho tarde
rainy,234.1,12,Mucho tarde
rainy,274.0,7,Mucho antes
rainy,148.3,6,Mucho antes
rainy,16.1,2,Ligeramente antes
hot,74.2,2,Mucho antes
stormy,144.8,10,Mucho antes
rainy,108.4,7,Mucho tarde
hot,138.6,6,Mucho antes
rainy,261.6,8,Ligeramente tarde
clear,4.9,0,Mucho antes
foggy,64.2,5,Ligeramente tarde
clear,290.4,7,Mucho antes
hot,181.6,6,Mucho antes
foggy,111.0,5,Mucho antes
stormy,61.4,8,Mucho antes
cold,129.3,3,Mucho antes
hot,242.9,4,Mucho antes
rainy,294.2,17,Mucho tarde
foggy,79.8,5,Mucho antes
cold,241.9,5,Mucho antes
foggy,12.6,1,Mucho antes
cold,225.7,8,Ligeramente antes
stormy,252.9,8,Mucho antes
stormy,92.3,10,Mucho antes
stormy,212.1,12,Mucho tarde
cold,288.8,5,Mucho antes
stormy,199.5,11,Mucho antes
foggy,178.2,7,Ligeramente antes
foggy,25.7,1,Mucho antes
stormy,66.0,9,Mucho antes
rainy,82.4,8,Mucho antes
hot,50.6,3,Ligeramente antes
foggy,28.6,5,Mucho antes
clear,264.3,5,Mucho antes
foggy,59.6,4,Mucho antes
hot,259.1,7,Ligeramente antes
hot,281.2,7,Mucho antes
cold,125.3,3,Mucho antes
cold,85.5,3,Mucho antes
stormy,240.1,12,Mucho antes
stormy,293.6,14,Mucho antes
rainy,44.8,7,Mucho tarde
cold,102.0,3,Mucho antes
clear,231.1,7,Ligeramente antes
cold,3.6,2,Ligeramente antes
rainy,114.3,7,Mucho antes
cold,37.8,2,Ligeramente antes
rainy,244.6,8,Ligeramente tarde
hot,78.3,3,Mucho antes
cold,186.0,4,Mucho antes
hot,172.8,7,Mucho antes
clear,278.8,8,Ligeramente tarde
cold,24.4,1,Mucho antes
cold,144.8,4,Mucho antes
stormy,268.6,10,Ligeramente tarde
hot,159.3,5,Mucho antes
foggy,288.3,9,Ligeramente tarde
hot,73.1,2,Mucho antes
cold,144.5,3,Ligeramente antes
stormy,241.1,10,Mucho antes
rainy,134.6,8,Mucho antes
clear,75.9,3,Mucho antes
hot,34.0,1,Mucho antes
hot,254.5,6,Mucho antes
hot,43.5,3,Ligeramente tarde
foggy,41.0,4,Ligeramente tarde
hot,116.7,3,Mucho antes
clear,278.9,11,Mucho antes
hot,173.9,7,Ligeramente tarde
hot,109.7,5,Mucho antes
rainy,275.5,12,Mucho tarde
foggy,85.5,4,Mucho antes
hot,8.6,1,Ligeramente antes
stormy,108.1,9,Mucho antes
stormy,189.4,8,Mucho tarde
clear,268.0,8,Mucho antes
hot,187.3,5,Ligeramente antes
clear,175.8,5,Ligeramente antes
foggy,216.5,10,Mucho antes
foggy,63.4,6,Mucho tarde
hot,266.5,5,Mucho antes
clear,177.3,3,Mucho antes
clear,159.8,7,Mucho antes
stormy,192.5,8,Mucho antes
foggy,29.9,3,Mucho antes
clear,189.7,7,Ligeramente tarde
hot,36.6,2,Ligeramente antes
stormy,150.7,8,Mucho tarde
stormy,247.0,9,Mucho tarde
foggy,44.8,4,Mucho antes
rainy,121.3,10,Mucho antes
rainy,189.7,9,Mucho tarde
cold,194.6,5,Ligeramente antes
hot,49.8,3,Ligeramente antes
cold,100.5,3,Ligeramente antes
foggy,6.1,3,Ligeramente tarde
cold,239.0,6,Mucho antes
rainy,244.2,8,Ligeramente tarde
stormy,160.5,12,Mucho antes
foggy,293.4,16,Ligeramente antes
rainy,34.0,3,Ligeramente tarde
foggy,191.9,7,Ligeramente antes
hot,61.0,1,Mucho antes
stormy,105.3,6,Mucho antes
cold,14.3,3,Mucho antes
stormy,42.3,7,Ligeramente antes
stormy,110.2,11,Mucho antes
rainy,171.7,6,Mucho antes
hot,146.4,4,Mucho antes
rainy,293.0,14,Mucho tarde
clear,240.1,5,Mucho antes
hot,16.8,2,Mucho antes
hot,9.1,1,Mucho antes
rainy,272.1,12,Mucho tarde
cold,158.8,4,Mucho antes
stormy,295.9,15,Mucho tarde
stormy,12.5,4,Mucho antes
cold,275.8,7,Ligeramente antes
hot,201.2,7,Ligeramente antes
hot,143.9,4,Ligeramente antes
stormy,81.3,8,Mucho antes
rainy,153.6,6,Ligeramente tarde
clear,209.8,5,Mucho antes
clear,68.0,3,Mucho antes
rainy,249.0,11,Mucho antes
rainy,255.5,10,Mucho antes
rainy,192.3,7,Mucho antes
clear,154.8,5,Mucho antes
rainy,271.8,10,Mucho antes
stormy,108.9,7,Mucho antes
stormy,186.7,7,Ligeramente antes
foggy,134.3,6,Mucho antes
cold,94.6,3,Ligeramente antes
stormy,278.0,13,Mucho antes
stormy,77.1,8,Mucho tarde
hot,191.4,7,Ligeramente tarde
cold,84.0,2,Ligeramente antes
rainy,181.5,9,Mucho tarde
cold,228.1,8,Mucho antes
foggy,136.1,6,Ligeramente tarde
cold,130.8,5,Mucho antes
foggy,148.2,7,Mucho antes
hot,161.2,5,Ligeramente antes
hot,153.8,3,Mucho antes
foggy,48.7,4,Ligeramente tarde
foggy,179.8,4,Mucho antes
foggy,228.3,9,Mucho tarde
rainy,219.9,11,Mucho antes
cold,198.9,4,Mucho antes
cold,118.9,3,Mucho antes
clear,160.4,7,Ligeramente tarde
clear,236.8,9,Mucho antes
hot,42.5,3,Ligeramente tarde
stormy,144.6,12,Mucho antes
hot,140.5,2,Mucho antes
rainy,190.1,7,Ligeramente antes
stormy,216.8,13,Mucho tarde
foggy,66.1,4,Mucho antes
clear,56.4,2,Mucho antes
cold,46.4,2,Mucho antes
cold,191.8,8,Mucho antes
stormy,179.6,9,Mucho antes
clear,54.5,2,Ligeramente antes
hot,180.2,8,Mucho antes
rainy,235.4,9,Mucho antes
stormy,45.6,7,Mucho antes
rainy,63.0,5,Ligeramente tarde
hot,67.1,1,Mucho antes
foggy,199.4,8,Mucho antes
foggy,268.8,7,Mucho antes
cold,16.8,3,Ligeramente tarde
clear,257.9,9,Mucho antes
cold,124.5,5,Mucho antes
cold,250.1,7,Ligeramente antes
cold,249.9,5,Mucho antes
stormy,193.8,11,Mucho antes
clear,73.6,2,Ligeramente antes
cold,9.7,3,Mucho antes
hot,51.8,2,Mucho antes
hot,97.1,3,Ligeramente antes
rainy,231.6,13,Mucho antes
hot,214.3,7,Mucho antes
clear,157.5,7,Ligeramente antes
stormy,10.6,4,Ligeramente tarde
hot,36.1,2,Mucho antes
cold,278.5,6,Ligeramente antes
cold,216.0,9,Mucho antes
hot,274.4,10,Ligeramente tarde
hot,162.4,6,Mucho antes
foggy,17.6,3,Mucho antes
stormy,234.6,11,Mucho tarde
rainy,296.9,13,Mucho antes
hot,153.7,5,Mucho antes
foggy,27.2,4,Ligeramente tarde
cold,192.1,5,Mucho antes
rainy,227.4,10,Mucho antes
clear,249.5,6,Mucho antes
rainy,225.7,10,Mucho tarde
foggy,293.7,13,Mucho tarde
clear,115.7,4,Mucho antes
stormy,222.4,10,Ligeramente tarde
clear,216.9,8,Ligeramente antes
hot,115.5,2,Mucho antes
foggy,267.8,7,Mucho antes
hot,72.3,2,Mucho antes
hot,203.9,6,Mucho antes
cold,122.5,5,Mucho antes
clear,84.6,5,Mucho antes
stormy,34.9,6,Mucho antes
stormy,3.6,3,Mucho antes
rainy,67.9,5,Mucho antes
cold,215.8,4,Mucho antes
cold,141.6,5,Mucho antes
foggy,229.6,8,Ligeramente antes
cold,291.1,8,Mucho antes
rainy,46.5,6,Mucho antes
cold,104.7,4,Mucho antes
stormy,62.7,6,Mucho antes
clear,176.1,4,Mucho antes
hot,230.1,6,Mucho antes
hot,65.0,2,Mucho antes
rainy,239.9,9,Mucho antes
stormy,12.7,6,Mucho antes
foggy,194.9,8,Mucho tarde
cold,254.4,6,Ligeramente antes
cold,275.4,7,Mucho antes
stormy,107.3,7,Mucho tarde
stormy,33.1,6,Mucho antes
clear,150.8,3,Mucho antes
cold,140.2,5,Mucho antes
stormy,188.0,8,Mucho antes
stormy,174.5,7,Ligeramente antes
foggy,60.4,5,Mucho antes
clear,14.6,1,Mucho antes
rainy,291.1,11,Mucho tarde
hot,124.2,6,Mucho antes
rainy,172.9,6,Mucho antes
cold,12.0,2,Mucho antes
cold,53.0,2,Mucho antes
clear,148.2,4,Mucho antes
hot,136.4,4,Ligeramente antes
rainy,75.0,9,Mucho antes
stormy,241.0,15,Mucho tarde
foggy,272.1,10,Mucho tarde
foggy,87.9,4,Mucho antes
cold,207.5,8,Mucho antes
rainy,48.9,5,Mucho antes
cold,32.1,1,Mucho antes
cold,54.5,1,Mucho antes
stormy,45.3,7,Mucho antes
hot,147.1,3,Mucho antes
hot,63.6,2,Mucho antes
hot,77.6,4,Mucho antes
clear,67.7,2,Mucho antes
foggy,193.1,8,Mucho antes
stormy,276.7,13,Mucho antes
foggy,84.0,5,Mucho antes
hot,74.1,2,Mucho antes
cold,38.0,3,Mucho antes
rainy,295.5,11,Mucho tarde
hot,247.4,7,Mucho antes
clear,110.3,5,Ligeramente tarde
cold,7.5,0,Mucho antes
stormy,159.3,10,Ligeramente tarde
cold,59.1,3,Mucho antes
cold,5.2,0,Mucho antes
clear,118.3,7,Mucho antes
cold,198.7,8,Mucho tarde
cold,235.8,9,Mucho antes
foggy,78.3,6,Mucho antes
foggy,145.7,6,Ligeramente tarde
foggy,218.6,5,Mucho antes
stormy,296.9,14,Mucho antes
stormy,276.5,10,Ligeramente tarde
clear,94.8,4,Ligeramente tarde
clear,124.4,3,Mucho antes
clear,278.4,5,Mucho antes
stormy,169.4,11,Mucho tarde
stormy,4.3,8,Mucho antes
stormy,215.2,6,Mucho antes
rainy,139.5,5,Ligeramente tarde
clear,228.3,8,Ligeramente antes
rainy,274.3,10,Ligeramente tarde
hot,111.8,4,Ligeramente antes
foggy,140.0,5,Mucho antes
stormy,132.4,9,Mucho antes
clear,116.4,2,Mucho antes
cold,145.4,6,Mucho antes
rainy,186.9,7,Mucho antes
stormy,3.6,3,Ligeramente tarde
cold,260.2,10,Mucho tarde
rainy,261.3,13,Mucho tarde
foggy,56.2,4,Mucho antes
foggy,36.6,4,Mucho antes
rainy,212.7,10,Mucho tarde
cold,285.7,8,Mucho antes
hot,45.4,1,Mucho antes
foggy,246.5,8,Mucho antes
stormy,285.1,9,Mucho antes
stormy,246.1,11,Mucho antes
cold,165.5,7,Mucho antes
hot,276.6,9,Ligeramente tarde
rainy,4.8,6,Mucho antes
hot,258.9,6,Mucho antes
foggy,208.2,7,Ligeramente antes
cold,117.5,5,Mucho antes
clear,258.3,7,Ligeramente antes
hot,221.5,4,Mucho antes
stormy,239.1,10,Ligeramente tarde
rainy,86.2,4,Mucho antes
stormy,173.0,14,Mucho antes
clear,108.3,2,Mucho antes
clear,197.0,7,Ligeramente tarde
foggy,222.2,9,Mucho antes
cold,194.4,6,Mucho antes
clear,263.8,8,Ligeramente tarde
rainy,39.3,3,Ligeramente tarde
cold,166.1,9,Mucho antes
foggy,161.4,4,Mucho antes
cold,224.9,7,Ligeramente tarde
rainy,145.6,8,Mucho tarde
stormy,76.9,10,Ligeramente tarde
foggy,76.9,7,Mucho tarde
clear,101.1,3,Mucho antes
cold,125.1,3,Mucho antes
rainy,205.8,8,Mucho antes
clear,126.6,6,Mucho antes
foggy,66.8,3,Mucho antes
stormy,41.7,4,Mucho antes
foggy,211.6,9,Mucho antes
rainy,34.3,6,Mucho antes
hot,89.7,4,Mucho antes
hot,64.6,2,Mucho antes
cold,26.2,2,Mucho antes
clear,265.5,8,Ligeramente antes
clear,22.5,1,Mucho antes
cold,71.8,2,Mucho antes
cold,52.0,2,Mucho antes
stormy,256.0,10,Ligeramente tarde
cold,268.7,10,Mucho antes
stormy,166.7,8,Ligeramente antes
cold,210.6,6,Ligeramente antes
foggy,253.2,6,Mucho antes
foggy,93.3,4,Ligeramente tarde
stormy,155.8,11,Mucho tarde
foggy,3.6,3,Mucho antes
foggy,75.5,5,Mucho antes
foggy,157.5,11,Mucho tarde
stormy,101.0,9,Mucho antes
stormy,43.6,8,Mucho antes
clear,28.8,1,Mucho antes
rainy,255.4,6,Mucho antes
rainy,225.7,11,Mucho antes
foggy,236.0,8,Ligeramente antes
stormy,204.7,8,Mucho antes
cold,53.2,3,Mucho antes
hot,221.2,6,Mucho antes
clear,167.3,6,Ligeramente tarde
hot,5.5,2,Mucho antes
rainy,16.1,3,Mucho antes
hot,66.6,4,Ligeramente tarde
clear,236.6,8,Ligeramente antes
foggy,180.5,6,Mucho antes
stormy,179.7,11,Mucho tarde
rainy,296.2,8,Ligeramente antes
stormy,149.2,8,Ligeramente antes
foggy,138.5,7,Mucho tarde
clear,139.3,7,Mucho antes
foggy,94.2,6,Mucho antes
foggy,66.4,4,Mucho antes
stormy,22.3,3,Mucho antes
rainy,94.5,8,Mucho antes
hot,36.1,1,Ligeramente antes
stormy,45.6,6,Mucho tarde
hot,174.7,4,Mucho antes
hot,67.7,3,Ligeramente antes
hot,51.0,2,Mucho antes
clear,158.5,2,Mucho antes
foggy,3.7,4,Mucho antes
hot,172.9,4,Ligeramente antes
foggy,116.1,6,Mucho antes
foggy,86.7,6,Mucho antes
foggy,19.9,4,Mucho antes
stormy,72.6,6,Mucho antes
clear,227.5,8,Mucho antes
foggy,127.2,5,Mucho antes
stormy,193.2,11,Mucho antes
hot,254.0,9,Ligeramente tarde
stormy,253.1,13,Mucho antes
hot,243.2,7,Ligeramente tarde
clear,43.0,3,Ligeramente tarde
stormy,210.1,10,Mucho antes
stormy,55.6,6,Mucho antes
rainy,193.6,10,Mucho antes
foggy,130.1,3,Mucho antes
foggy,280.8,8,Mucho antes
clear,114.7,3,Ligeramente antes
hot,244.4,9,Mucho antes
stormy,68.0,4,Mucho antes
rainy,8.5,2,Mucho antes
cold,227.7,7,Ligeramente antes
cold,212.5,7,Mucho antes
clear,58.1,3,Mucho antes
rainy,64.5,8,Ligeramente antes
cold,269.2,12,Mucho antes
stormy,130.9,8,Mucho antes
foggy,171.0,7,Mucho antes
stormy,34.9,5,Mucho antes
hot,33.2,3,Ligeramente tarde
rainy,226.8,9,Mucho tarde
rainy,94.5,6,Mucho antes
foggy,220.3,6,Ligeramente antes
rainy,31.0,8,Mucho antes
rainy,5.1,5,Mucho antes
clear,125.4,2,Mucho antes
rainy,118.1,5,Ligeramente tarde
stormy,289.7,15,Mucho tarde
foggy,10.1,4,Mucho antes
stormy,185.8,11,Mucho antes
rainy,246.4,11,Mucho tarde
hot,105.2,5,Mucho antes
stormy,206.1,11,Mucho antes
clear,237.0,6,Mucho antes
hot,87.9,2,Mucho antes
stormy,240.0,12,Mucho antes
hot,290.8,7,Mucho antes
stormy,94.6,8,Mucho tarde
rainy,59.2,6,Mucho antes
hot,274.8,7,Mucho antes
foggy,7.2,3,Mucho antes
rainy,40.9,5,Mucho antes
cold,117.0,3,Ligeramente antes
stormy,205.4,9,Ligeramente tarde
cold,279.1,10,Ligeramente tarde
foggy,161.5,8,Mucho tarde
cold,234.9,10,Mucho antes
cold,81.7,4,Ligeramente tarde
stormy,206.7,9,Mucho tarde
rainy,76.6,6,Mucho tarde
stormy,258.2,11,Mucho tarde
stormy,108.2,8,Mucho tarde
stormy,218.4,9,Mucho tarde
rainy,116.6,7,Mucho tarde
hot,173.9,6,Ligeramente tarde
hot,189.7,5,Mucho antes
clear,70.3,2,Ligeramente antes
stormy,90.3,9,Ligeramente tarde
clear,78.6,3,Ligeramente antes
cold,131.5,6,Mucho antes
rainy,15.5,4,Ligeramente tarde
stormy,297.1,9,Mucho antes
stormy,87.8,10,Mucho tarde
hot,131.5,5,Mucho antes
rainy,82.9,5,Mucho antes
hot,117.8,4,Mucho antes
clear,271.7,5,Mucho antes
clear,208.7,5,Mucho antes
clear,149.9,8,Mucho antes
clear,205.1,8,Ligeramente tarde
cold,149.3,4,Ligeramente antes
clear,62.2,3,Ligeramente antes
hot,89.3,1,Mucho antes
stormy,147.0,8,Mucho tarde
foggy,221.4,9,Mucho antes
rainy,17.0,2,Mucho antes
clear,111.6,3,Ligeramente antes
foggy,40.2,4,Ligeramente tarde
stormy,197.3,11,Mucho antes
stormy,66.2,6,Mucho antes
stormy,105.4,5,Mucho antes
foggy,123.5,4,Mucho antes
clear,127.5,4,Mucho antes
hot,165.6,9,Mucho antes
rainy,33.5,4,Mucho antes
stormy,242.8,12,Mucho antes
hot,164.4,6,Mucho antes
cold,161.4,5,Mucho antes
cold,84.9,4,Ligeramente tarde
cold,3.6,2,Mucho antes
rainy,183.1,7,Ligeramente antes
stormy,143.8,7,Ligeramente antes
foggy,120.3,8,Ligeramente antes
foggy,163.8,8,Mucho antes
hot,212.7,6,Mucho antes
cold,164.5,3,Mucho antes
stormy,130.0,8,Mucho tarde
clear,297.1,6,Ligeramente antes
foggy,176.8,6,Ligeramente tarde
rainy,82.5,8,Mucho tarde
cold,68.4,3,Mucho antes
cold,142.8,4,Mucho antes
stormy,40.7,6,Mucho tarde
rainy,9.5,4,Ligeramente tarde
stormy,168.2,7,Mucho antes
cold,123.3,5,Mucho antes
stormy,243.4,9,Ligeramente tarde
rainy,3.6,5,Mucho antes
clear,214.7,6,Mucho antes
stormy,214.5,9,Ligeramente tarde
stormy,251.0,12,Mucho tarde
foggy,244.4,11,Mucho antes
rainy,291.6,15,Mucho tarde
hot,39.4,2,Mucho antes
clear,101.6,2,Mucho antes
hot,286.7,10,Mucho antes
clear,249.3,6,Mucho antes
cold,243.3,9,Mucho antes
cold,171.2,7,Mucho antes
clear,285.0,9,Ligeramente tarde
hot,130.5,3,Mucho antes
stormy,103.9,10,Mucho tarde
clear,296.3,7,Mucho antes
rainy,103.3,8,Mucho antes
stormy,271.4,9,Ligeramente tarde
clear,116.0,3,Ligeramente antes
stormy,218.4,6,Ligeramente antes
rainy,146.2,10,Mucho antes
foggy,178.3,9,Ligeramente tarde
clear,270.9,9,Mucho antes
clear,216.9,5,Ligeramente antes
cold,240.4,8,Mucho antes
cold,136.2,4,Mucho antes
hot,31.3,2,Mucho antes
stormy,276.4,15,Ligeramente antes
cold,293.2,12,Mucho antes
hot,86.4,1,Mucho antes
stormy,262.2,16,Ligeramente antes
cold,168.0,5,Mucho antes
cold,108.6,6,Mucho antes
cold,8.7,1,Ligeramente antes
cold,240.4,6,Mucho antes
clear,295.1,6,Mucho antes
cold,63.1,3,Mucho antes
foggy,3.6,3,Ligeramente tarde
stormy,98.7,10,Mucho antes
stormy,273.9,10,Mucho antes
rainy,260.4,16,Ligeramente antes
stormy,132.1,8,Ligeramente antes
stormy,245.3,8,Mucho antes
cold,88.5,4,Mucho antes
cold,173.0,5,Ligeramente antes
foggy,201.8,5,Ligeramente antes
clear,34.6,3,Mucho antes
hot,47.6,1,Ligeramente antes
cold,25.9,2,Mucho antes
foggy,297.1,11,Mucho antes
rainy,117.3,8,Mucho antes
foggy,95.5,4,Mucho antes
foggy,104.3,2,Mucho antes
rainy,290.4,9,Mucho antes
foggy,8.6,2,Mucho antes
rainy,278.3,11,Mucho tarde
clear,172.6,6,Ligeramente tarde
stormy,161.9,10,Mucho antes
foggy,104.5,3,Mucho antes
clear,9.6,0,Mucho antes
stormy,254.3,14,Mucho antes
rainy,158.4,6,Ligeramente tarde
clear,3.6,1,Mucho antes
hot,211.4,5,Ligeramente antes
hot,127.5,3,Mucho antes
clear,118.9,5,Mucho antes
hot,19.4,1,Mucho antes
stormy,202.1,8,Mucho antes
clear,194.8,6,Mucho antes
foggy,290.6,8,Ligeramente antes
cold,33.3,1,Mucho antes
clear,283.7,9,Ligeramente tarde
foggy,144.0,4,Mucho antes
clear,17.0,0,Mucho antes
rainy,226.9,10,Mucho tarde
stormy,124.6,9,Mucho antes
stormy,27.9,6,Mucho antes
stormy,38.9,8,Mucho antes
stormy,289.0,17,Ligeramente tarde
hot,196.6,8,Mucho tarde
foggy,285.9,12,Mucho tarde
stormy,233.1,11,Mucho antes
cold,188.2,6,Ligeramente tarde
foggy,36.5,3,Mucho antes
clear,135.6,4,Mucho antes
foggy,72.9,5,Mucho antes
hot,48.8,3,Mucho antes
rainy,148.7,10,Mucho tarde
